interaction_id,user_id,product_id,interaction_type,timestamp,rating,session_id,device,search_query
5958,U0267,P03897,click,2025-11-26 12:51:46,,S1798,mobile,
5959,U0186,P03637,purchase,2026-01-05 13:51:46,5.0,S0320,tablet,
5960,U0420,P01030,view,2025-12-06 13:51:46,,S0623,tablet,
5961,U0108,P01895,search,2026-03-06 11:51:46,,S1835,desktop,books
5962,U0132,P00286,view,2026-03-10 00:51:46,,S0670,tablet,
5963,U0152,P00698,click,2025-09-28 14:51:46,,S0127,mobile,
5964,U0300,P00983,add_to_cart,2026-03-19 11:51:46,,S1548,desktop,
5965,U0111,P00287,click,2026-03-11 01:51:46,,S1204,mobile,
5966,U0420,P00126,view,2025-11-09 04:51:46,,S1797,desktop,
5967,U0258,P03188,click,2025-11-10 22:51:46,,S0621,mobile,
5968,U0084,P03599,click,2025-12-24 05:51:46,,S0688,desktop,
5969,U0355,P02636,wishlist,2025-10-27 14:51:46,,S1013,desktop,
5970,U0175,P01215,purchase,2026-02-18 21:51:46,5.0,S0904,desktop,
5971,U0313,P01376,view,2025-12-16 18:51:46,,S1256,desktop,
5972,U0090,P02237,add_to_cart,2025-11-29 17:51:46,,S1412,desktop,
5973,U0093,P01822,add_to_cart,2025-11-28 04:51:46,,S0921,tablet,
5974,U0113,P00349,view,2026-01-21 03:51:46,,S0785,tablet,
5975,U0495,P01830,wishlist,2025-11-19 09:51:46,,S1310,desktop,
5976,U0105,P01584,add_to_cart,2025-11-21 05:51:46,,S1332,desktop,
5977,U0112,P02723,wishlist,2025-12-23 03:51:46,,S0293,desktop,
5978,U0452,P02918,view,2025-10-14 07:51:46,,S1754,tablet,
5979,U0301,P02829,add_to_cart,2025-11-03 01:51:46,,S1003,mobile,
5980,U0326,P04027,purchase,2026-01-01 03:51:46,5.0,S1884,desktop,
5981,U0343,P02556,add_to_cart,2026-02-20 01:51:46,,S1074,tablet,
5982,U0103,P03193,view,2026-03-19 05:51:46,,S0642,mobile,
5983,U0163,P02934,search,2025-12-24 08:51:46,,S1646,mobile,grocery
5984,U0023,P04974,add_to_cart,2026-02-21 02:51:46,,S1068,desktop,
5985,U0408,P03123,search,2026-03-02 08:51:46,,S1137,tablet,sports
5986,U0312,P00593,add_to_cart,2025-12-02 15:51:46,,S1214,desktop,
5987,U0463,P01474,search,2025-11-15 13:51:46,,S1315,mobile,sports
5988,U0183,P01382,add_to_cart,2026-01-17 14:51:46,,S0124,desktop,
5989,U0025,P00838,click,2025-11-21 06:51:46,,S1250,mobile,
5990,U0176,P01262,search,2025-11-03 15:51:46,,S1505,mobile,books
5991,U0310,P02437,add_to_cart,2026-03-03 01:51:46,,S1504,mobile,
5992,U0355,P01502,click,2026-02-26 18:51:46,,S1927,tablet,
5993,U0243,P01033,view,2025-11-29 08:51:46,,S1277,mobile,
5994,U0062,P01967,purchase,2026-02-01 10:51:46,5.0,S1155,tablet,
5995,U0032,P01643,wishlist,2026-03-04 05:51:46,,S0282,mobile,
5996,U0378,P03213,view,2026-03-07 17:51:46,,S1076,tablet,
5997,U0198,P03727,search,2025-10-09 17:51:46,,S1160,tablet,toys
5998,U0254,P02733,view,2026-01-02 10:51:46,,S1889,desktop,
5999,U0186,P04490,view,2026-02-28 15:51:46,,S0736,desktop,
6000,U0462,P01771,view,2026-02-26 12:51:46,,S0733,tablet,
6001,U0434,P02802,view,2026-03-23 05:51:46,,S1840,desktop,
6002,U0131,P03956,view,2025-11-01 22:51:46,,S0788,tablet,
6003,U0067,P01678,click,2025-09-29 16:51:46,,S0389,mobile,
6004,U0152,P01917,purchase,2026-01-11 02:51:46,4.0,S1595,desktop,
6005,U0426,P03602,purchase,2026-01-18 20:51:46,5.0,S1365,tablet,
6006,U0142,P00543,view,2026-02-11 05:51:46,,S1475,desktop,
6007,U0194,P00723,click,2026-03-11 06:51:46,,S1552,desktop,
6008,U0448,P01346,click,2026-02-02 20:51:46,,S1496,desktop,
6009,U0131,P02875,search,2026-02-20 21:51:46,,S1648,tablet,books
6010,U0020,P02605,add_to_cart,2026-03-07 20:51:46,,S1709,mobile,
6011,U0436,P04561,view,2025-12-08 13:51:46,,S1483,desktop,
6012,U0152,P00890,view,2025-10-04 03:51:46,,S0525,mobile,
6013,U0170,P02856,wishlist,2026-02-05 12:51:46,,S0943,mobile,
6014,U0173,P04467,search,2026-02-20 10:51:46,,S1069,desktop,home & kitchen
6015,U0267,P01500,view,2025-12-29 12:51:46,,S0690,mobile,
6016,U0095,P01491,click,2025-11-30 11:51:46,,S1334,desktop,
6017,U0328,P01757,click,2025-11-19 16:51:46,,S0450,desktop,
6018,U0455,P04079,search,2025-11-18 20:51:46,,S0687,mobile,electronics
6019,U0084,P01234,wishlist,2026-03-13 18:51:46,,S1504,desktop,
6020,U0007,P02151,view,2026-03-12 13:51:46,,S0464,tablet,
6021,U0424,P04412,view,2026-01-30 08:51:46,,S1712,mobile,
6022,U0407,P02639,add_to_cart,2025-12-09 12:51:46,,S1113,mobile,
6023,U0207,P02290,add_to_cart,2026-02-04 06:51:46,,S1785,desktop,
6024,U0260,P00516,add_to_cart,2025-11-22 02:51:46,,S1423,desktop,
6025,U0437,P02511,view,2026-01-02 20:51:46,,S0657,mobile,
6026,U0357,P04022,click,2025-11-19 09:51:46,,S1191,desktop,
6027,U0447,P04437,view,2025-11-15 23:51:46,,S1114,tablet,
6028,U0337,P03404,click,2026-01-21 10:51:46,,S0379,tablet,
6029,U0415,P00881,view,2026-02-24 07:51:46,,S1046,mobile,
6030,U0152,P03611,view,2025-12-22 22:51:46,,S0531,tablet,
6031,U0294,P00244,search,2025-12-05 08:51:46,,S1317,desktop,sports
6032,U0253,P01477,search,2025-12-06 04:51:46,,S1402,tablet,electronics
6033,U0412,P04973,search,2025-11-27 08:51:46,,S1646,mobile,grocery
6034,U0179,P02268,search,2025-12-09 14:51:46,,S1683,tablet,beauty
6035,U0111,P02662,click,2025-12-30 16:51:46,,S0686,tablet,
6036,U0273,P00426,click,2026-01-07 04:51:46,,S0822,mobile,
6037,U0176,P03519,wishlist,2025-12-20 22:51:46,,S1563,desktop,
6038,U0043,P01907,purchase,2026-01-07 11:51:46,3.0,S0783,desktop,
6039,U0409,P01801,click,2026-02-14 08:51:46,,S1377,mobile,
6040,U0435,P04728,view,2025-11-23 13:51:46,,S1544,desktop,
6041,U0328,P04883,view,2026-01-26 17:51:46,,S1558,tablet,
6042,U0042,P04217,click,2025-09-29 11:51:46,,S1815,desktop,
6043,U0399,P04295,wishlist,2025-11-10 05:51:46,,S0409,mobile,
6044,U0002,P00738,click,2026-01-19 11:51:46,,S1715,mobile,
6045,U0340,P03388,purchase,2025-11-16 22:51:46,3.0,S1465,desktop,
6046,U0352,P02844,view,2025-10-29 02:51:46,,S1379,desktop,
6047,U0138,P00172,click,2026-01-14 17:51:46,,S1184,mobile,
6048,U0299,P04799,click,2025-09-27 00:51:46,,S1095,tablet,
6049,U0164,P01000,search,2026-01-10 14:51:46,,S0800,mobile,grocery
6050,U0160,P02524,view,2025-12-23 17:51:46,,S0344,mobile,
6051,U0269,P04729,add_to_cart,2026-01-27 23:51:46,,S0943,mobile,
6052,U0287,P02848,click,2026-01-13 12:51:46,,S1861,mobile,
6053,U0285,P00301,view,2025-10-10 01:51:46,,S1903,mobile,
6054,U0131,P01255,click,2025-12-23 11:51:46,,S1368,tablet,
6055,U0292,P03820,search,2025-12-12 12:51:46,,S0206,tablet,grocery
6056,U0172,P00089,click,2025-12-03 05:51:46,,S1722,mobile,
6057,U0138,P01060,add_to_cart,2025-12-22 22:51:46,,S0920,tablet,
6058,U0010,P02640,view,2026-03-13 07:51:46,,S0555,mobile,
6059,U0382,P01859,search,2025-10-30 03:51:46,,S0574,tablet,grocery
6060,U0258,P03264,search,2025-10-06 17:51:46,,S1102,tablet,books
6061,U0410,P00586,wishlist,2026-03-04 15:51:46,,S0488,desktop,
6062,U0292,P04847,search,2026-01-31 04:51:46,,S0087,tablet,toys
6063,U0201,P01884,view,2025-12-14 11:51:46,,S1459,mobile,
6064,U0196,P04058,purchase,2025-11-08 04:51:46,3.0,S0657,desktop,
6065,U0053,P03543,view,2025-10-17 03:51:46,,S0574,desktop,
6066,U0376,P04097,click,2026-03-12 20:51:46,,S1641,mobile,
6067,U0292,P01148,view,2025-10-29 00:51:46,,S0573,tablet,
6068,U0126,P04199,search,2025-10-14 08:51:46,,S0830,tablet,books
6069,U0023,P04175,view,2025-12-09 05:51:46,,S1608,desktop,
6070,U0270,P01174,view,2025-11-29 09:51:46,,S1637,mobile,
6071,U0314,P03057,search,2025-10-19 01:51:46,,S1154,mobile,home & kitchen
6072,U0065,P01902,purchase,2025-09-28 20:51:46,5.0,S0229,tablet,
6073,U0191,P02338,wishlist,2026-02-04 07:51:46,,S1096,mobile,
6074,U0231,P00071,add_to_cart,2025-11-29 17:51:46,,S0958,mobile,
6075,U0282,P03761,view,2025-12-11 16:51:46,,S1414,mobile,
6076,U0021,P02773,view,2025-12-18 09:51:46,,S0890,desktop,
6077,U0114,P01600,click,2025-09-25 02:51:46,,S1367,mobile,
6078,U0107,P01172,purchase,2026-02-17 14:51:46,4.0,S0120,desktop,
6079,U0496,P00794,view,2025-11-19 00:51:46,,S1536,tablet,
6080,U0282,P00252,view,2025-11-07 05:51:46,,S1153,tablet,
6081,U0378,P00716,view,2026-02-01 09:51:46,,S1582,desktop,
6082,U0427,P01784,add_to_cart,2025-10-14 04:51:46,,S1451,tablet,
6083,U0178,P01455,add_to_cart,2025-10-24 22:51:46,,S1272,mobile,
6084,U0317,P00640,view,2025-12-01 19:51:46,,S1525,desktop,
6085,U0165,P02189,add_to_cart,2025-10-06 02:51:46,,S1821,desktop,
6086,U0026,P03871,add_to_cart,2025-10-20 23:51:46,,S0161,mobile,
6087,U0116,P01561,search,2025-12-09 01:51:46,,S0866,tablet,electronics
6088,U0160,P03528,click,2026-03-02 12:51:46,,S1124,mobile,
6089,U0353,P01698,search,2025-11-01 13:51:46,,S1702,mobile,sports
6090,U0470,P01575,search,2025-12-11 17:51:46,,S0613,tablet,electronics
6091,U0483,P03343,view,2026-01-10 08:51:46,,S1821,desktop,
6092,U0045,P02618,click,2025-11-15 16:51:46,,S1322,mobile,
6093,U0006,P01248,purchase,2025-10-27 14:51:46,4.0,S0484,mobile,
6094,U0381,P04220,wishlist,2026-01-29 23:51:46,,S1331,mobile,
6095,U0022,P04437,click,2025-11-11 21:51:46,,S0154,mobile,
6096,U0247,P01068,add_to_cart,2025-10-03 04:51:46,,S0615,tablet,
6097,U0226,P00744,add_to_cart,2026-01-04 11:51:46,,S0254,mobile,
6098,U0261,P01667,view,2026-01-15 11:51:46,,S0311,desktop,
6099,U0128,P02307,click,2026-01-07 17:51:46,,S1654,desktop,
6100,U0257,P03745,add_to_cart,2026-03-13 15:51:46,,S0441,tablet,
6101,U0067,P00634,view,2026-03-08 08:51:46,,S0900,mobile,
6102,U0306,P00087,view,2026-01-21 20:51:46,,S1214,desktop,
6103,U0394,P01947,wishlist,2026-03-01 19:51:46,,S1372,tablet,
6104,U0443,P01194,view,2026-01-01 00:51:46,,S1407,desktop,
6105,U0105,P01293,click,2025-11-01 10:51:46,,S0577,mobile,
6106,U0485,P03514,purchase,2025-11-06 00:51:46,5.0,S1413,desktop,
6107,U0475,P01633,click,2025-12-08 15:51:46,,S1483,mobile,
6108,U0155,P03033,purchase,2025-11-04 23:51:46,3.0,S1944,mobile,
6109,U0353,P02529,view,2026-03-17 03:51:46,,S1490,mobile,
6110,U0177,P01467,view,2025-12-15 08:51:46,,S0199,mobile,
6111,U0246,P02492,search,2026-01-02 15:51:46,,S1828,tablet,clothing
6112,U0264,P02511,add_to_cart,2025-12-08 19:51:46,,S1688,desktop,
6113,U0141,P02871,purchase,2025-11-15 10:51:46,4.0,S1202,tablet,
6114,U0172,P03746,add_to_cart,2026-03-21 11:51:46,,S0258,mobile,
6115,U0389,P00169,search,2025-12-02 02:51:46,,S1113,desktop,beauty
6116,U0170,P03167,view,2026-02-09 20:51:46,,S1070,desktop,
6117,U0152,P01418,view,2025-10-09 18:51:46,,S1765,mobile,
6118,U0350,P00489,view,2025-11-22 19:51:46,,S0058,mobile,
6119,U0123,P02603,click,2026-02-02 09:51:46,,S1648,mobile,
6120,U0224,P00730,add_to_cart,2025-12-20 04:51:46,,S1838,mobile,
6121,U0458,P01385,click,2025-12-14 18:51:46,,S0541,mobile,
6122,U0195,P02829,purchase,2026-01-26 21:51:46,5.0,S1864,mobile,
6123,U0367,P04121,click,2026-01-05 08:51:46,,S1361,desktop,
6124,U0232,P03447,add_to_cart,2026-01-24 13:51:46,,S0473,mobile,
6125,U0140,P01778,search,2026-03-12 22:51:46,,S1363,tablet,books
6126,U0174,P04044,view,2025-10-06 03:51:46,,S0717,mobile,
6127,U0176,P00996,add_to_cart,2025-12-22 02:51:46,,S1359,mobile,
6128,U0376,P04891,view,2026-03-08 01:51:46,,S1341,desktop,
6129,U0397,P01987,view,2026-02-07 00:51:46,,S1786,mobile,
6130,U0357,P02965,view,2025-11-03 09:51:46,,S1777,tablet,
6131,U0031,P01121,view,2025-11-08 19:51:46,,S0767,mobile,
6132,U0279,P04063,wishlist,2025-10-02 22:51:46,,S1181,tablet,
6133,U0079,P00512,view,2026-02-04 20:51:46,,S0574,desktop,
6134,U0167,P03046,search,2025-10-23 16:51:46,,S0523,desktop,books
6135,U0059,P00860,add_to_cart,2026-03-13 20:51:46,,S0929,tablet,
6136,U0464,P02421,view,2025-11-29 05:51:46,,S1615,mobile,
6137,U0411,P00533,view,2026-03-17 02:51:46,,S1486,tablet,
6138,U0113,P03616,purchase,2026-01-04 00:51:46,4.0,S0882,mobile,
6139,U0090,P01855,add_to_cart,2026-01-22 00:51:46,,S1611,desktop,
6140,U0443,P01656,view,2025-12-31 15:51:46,,S1674,tablet,
6141,U0193,P01226,view,2026-03-18 23:51:46,,S1374,mobile,
6142,U0017,P01805,click,2025-12-29 02:51:46,,S0172,tablet,
6143,U0117,P00457,view,2025-11-01 04:51:46,,S1953,tablet,
6144,U0137,P04466,click,2025-12-18 23:51:46,,S1000,tablet,
6145,U0265,P01118,search,2025-12-26 17:51:46,,S1287,tablet,sports
6146,U0480,P01510,purchase,2026-01-04 14:51:46,4.0,S0618,tablet,
6147,U0072,P04183,view,2025-12-14 20:51:46,,S0477,tablet,
6148,U0143,P04024,click,2025-10-24 14:51:46,,S0994,tablet,
6149,U0319,P01521,add_to_cart,2026-02-14 19:51:46,,S0709,desktop,
6150,U0425,P03665,view,2026-01-19 08:51:46,,S1777,tablet,
6151,U0097,P01893,view,2026-01-27 11:51:46,,S1277,desktop,
6152,U0285,P03342,click,2026-01-09 10:51:46,,S0452,mobile,
6153,U0345,P01050,wishlist,2025-10-14 19:51:46,,S0293,tablet,
6154,U0011,P00333,click,2025-09-30 19:51:46,,S0455,tablet,
6155,U0047,P02459,view,2025-12-26 08:51:46,,S1996,tablet,
6156,U0240,P01402,view,2025-12-08 13:51:46,,S0517,tablet,
6157,U0157,P02359,view,2026-03-09 09:51:46,,S0437,desktop,
6158,U0475,P02850,search,2026-03-19 03:51:46,,S0303,mobile,beauty
6159,U0284,P04229,click,2025-12-14 17:51:46,,S0478,desktop,
6160,U0335,P04128,click,2026-03-17 04:51:46,,S0463,mobile,
6161,U0466,P03162,view,2025-12-27 10:51:46,,S0292,tablet,
6162,U0157,P03377,view,2025-10-13 21:51:46,,S1861,tablet,
6163,U0228,P01381,view,2026-01-26 15:51:46,,S1541,mobile,
6164,U0247,P01993,view,2026-02-17 04:51:46,,S1981,tablet,
6165,U0150,P02964,view,2026-01-01 00:51:46,,S0370,desktop,
6166,U0188,P01552,view,2026-01-20 16:51:46,,S0060,tablet,
6167,U0051,P02159,add_to_cart,2026-03-18 09:51:46,,S1529,tablet,
6168,U0403,P04317,click,2026-02-07 04:51:46,,S0462,desktop,
6169,U0326,P02184,search,2026-03-13 01:51:46,,S1174,desktop,sports
6170,U0337,P04212,search,2025-10-11 17:51:46,,S1479,mobile,home & kitchen
6171,U0424,P02427,purchase,2025-12-10 15:51:46,5.0,S1480,desktop,
6172,U0497,P01817,click,2025-12-02 13:51:46,,S1631,tablet,
6173,U0127,P02607,view,2025-09-29 07:51:46,,S0392,desktop,
6174,U0323,P00946,search,2025-10-10 08:51:46,,S0949,desktop,clothing
6175,U0341,P03712,search,2025-10-31 15:51:46,,S0295,tablet,sports
6176,U0331,P01545,add_to_cart,2025-12-05 06:51:46,,S0739,mobile,
6177,U0273,P02213,view,2026-03-24 03:51:46,,S1552,mobile,
6178,U0393,P02279,view,2025-11-29 11:51:46,,S0765,desktop,
6179,U0179,P04764,add_to_cart,2025-10-21 15:51:46,,S0761,mobile,
6180,U0250,P01887,click,2025-09-29 12:51:46,,S0851,desktop,
6181,U0434,P03062,purchase,2026-01-24 04:51:46,4.0,S0201,desktop,
6182,U0202,P00461,add_to_cart,2026-03-10 00:51:46,,S0674,tablet,
6183,U0106,P02108,view,2025-11-06 07:51:46,,S0445,mobile,
6184,U0123,P03477,click,2026-01-02 04:51:46,,S0577,desktop,
6185,U0136,P03219,click,2026-01-25 09:51:46,,S1937,mobile,
6186,U0051,P01878,view,2026-02-10 03:51:46,,S1213,desktop,
6187,U0413,P04903,view,2025-09-30 01:51:46,,S0417,desktop,
6188,U0466,P03205,view,2025-10-22 13:51:46,,S0746,mobile,
6189,U0318,P02753,search,2026-02-11 16:51:46,,S1520,desktop,home & kitchen
6190,U0150,P01310,purchase,2025-11-28 17:51:46,5.0,S1104,tablet,
6191,U0424,P03332,add_to_cart,2026-03-09 17:51:46,,S0428,desktop,
6192,U0034,P03216,click,2026-02-05 15:51:46,,S0247,tablet,
6193,U0378,P02666,click,2026-03-07 10:51:46,,S0544,desktop,
6194,U0246,P00198,purchase,2025-12-27 12:51:46,5.0,S1996,desktop,
6195,U0375,P04824,purchase,2025-11-28 00:51:46,4.0,S0892,mobile,
6196,U0236,P02065,click,2025-10-07 18:51:46,,S1543,desktop,
6197,U0114,P04689,click,2026-02-08 13:51:46,,S1452,mobile,
6198,U0328,P04552,click,2026-03-05 04:51:46,,S1025,desktop,
6199,U0387,P03488,view,2026-02-05 17:51:46,,S0223,tablet,
6200,U0487,P03169,view,2025-10-11 01:51:46,,S1078,desktop,
6201,U0225,P00336,click,2025-09-29 23:51:46,,S1280,desktop,
6202,U0109,P04245,view,2026-03-24 18:51:46,,S1271,desktop,
6203,U0230,P03611,purchase,2025-10-24 14:51:46,5.0,S1747,tablet,
6204,U0205,P00813,click,2025-12-09 15:51:46,,S1860,tablet,
6205,U0360,P00333,click,2025-10-29 15:51:46,,S1167,desktop,
6206,U0277,P03140,view,2025-12-04 20:51:46,,S1525,desktop,
6207,U0232,P01890,add_to_cart,2025-12-16 12:51:46,,S1769,desktop,
6208,U0066,P00048,view,2025-11-29 08:51:46,,S0754,mobile,
6209,U0132,P02392,view,2026-02-02 03:51:46,,S0474,tablet,
6210,U0294,P03840,view,2026-02-14 02:51:46,,S1323,mobile,
6211,U0003,P03844,click,2025-11-17 04:51:46,,S1746,tablet,
6212,U0472,P01012,search,2026-02-08 08:51:46,,S0849,tablet,grocery
6213,U0036,P00427,search,2025-11-02 23:51:46,,S0008,mobile,toys
6214,U0456,P00215,view,2026-02-06 22:51:46,,S0617,desktop,
6215,U0431,P03494,view,2025-11-22 21:51:46,,S1695,desktop,
6216,U0288,P01414,purchase,2025-12-24 04:51:46,5.0,S0612,mobile,
6217,U0279,P01648,view,2025-10-29 14:51:46,,S0405,tablet,
6218,U0374,P04789,add_to_cart,2026-02-05 07:51:46,,S1823,tablet,
6219,U0040,P04564,click,2025-11-30 05:51:46,,S1998,desktop,
6220,U0086,P04894,click,2026-01-16 18:51:46,,S1391,tablet,
6221,U0349,P03744,view,2026-01-01 10:51:46,,S0960,mobile,
6222,U0025,P01093,click,2025-12-14 21:51:46,,S0671,mobile,
6223,U0301,P03763,add_to_cart,2026-01-19 04:51:46,,S0227,tablet,
6224,U0310,P00637,add_to_cart,2025-12-10 02:51:46,,S0090,desktop,
6225,U0119,P00938,add_to_cart,2026-03-13 19:51:46,,S1894,mobile,
6226,U0470,P03850,click,2025-10-04 18:51:46,,S0108,mobile,
6227,U0082,P02102,add_to_cart,2025-12-04 10:51:46,,S1584,mobile,
6228,U0112,P01914,view,2026-02-06 15:51:46,,S0061,tablet,
6229,U0160,P02819,add_to_cart,2025-12-12 14:51:46,,S1298,tablet,
6230,U0056,P01312,click,2025-10-10 19:51:46,,S1182,desktop,
6231,U0055,P04560,purchase,2025-12-29 11:51:46,5.0,S0675,tablet,
6232,U0161,P02724,click,2025-10-18 02:51:46,,S0452,desktop,
6233,U0156,P02651,view,2025-10-21 23:51:46,,S1793,mobile,
6234,U0209,P03049,add_to_cart,2025-11-19 15:51:46,,S0122,tablet,
6235,U0340,P00814,view,2026-02-02 19:51:46,,S0831,mobile,
6236,U0154,P04127,click,2025-12-21 03:51:46,,S1183,tablet,
6237,U0149,P03269,click,2025-11-04 16:51:46,,S1131,tablet,
6238,U0066,P00679,view,2026-01-06 01:51:46,,S0121,desktop,
6239,U0050,P03549,view,2025-11-06 00:51:46,,S0111,desktop,
6240,U0364,P04128,view,2026-03-18 13:51:46,,S1227,mobile,
6241,U0073,P03953,add_to_cart,2026-03-15 09:51:46,,S0392,tablet,
6242,U0278,P02727,view,2025-09-28 03:51:46,,S1423,tablet,
6243,U0175,P01499,wishlist,2025-10-28 05:51:46,,S1314,mobile,
6244,U0118,P04117,view,2025-11-13 19:51:46,,S1776,mobile,
6245,U0130,P02099,add_to_cart,2026-02-03 14:51:46,,S1338,tablet,
6246,U0214,P02560,add_to_cart,2026-02-21 19:51:46,,S1685,desktop,
6247,U0393,P01191,search,2026-03-15 21:51:46,,S1784,tablet,books
6248,U0283,P02985,click,2026-02-07 21:51:46,,S1860,tablet,
6249,U0098,P02127,click,2025-11-10 17:51:46,,S1261,mobile,
6250,U0153,P00764,view,2026-01-11 05:51:46,,S1321,desktop,
6251,U0204,P01847,view,2026-01-02 17:51:46,,S1451,tablet,
6252,U0129,P00650,click,2026-02-04 17:51:46,,S0364,desktop,
6253,U0116,P04773,wishlist,2026-01-19 04:51:46,,S1660,tablet,
6254,U0359,P03805,view,2026-01-25 09:51:46,,S1304,tablet,
6255,U0105,P00321,purchase,2025-12-16 03:51:46,5.0,S0254,desktop,
6256,U0080,P00468,click,2025-11-19 09:51:46,,S0539,mobile,
6257,U0117,P01492,click,2026-03-22 22:51:46,,S1915,mobile,
6258,U0412,P02621,search,2025-11-02 23:51:46,,S1544,tablet,grocery
6259,U0068,P01597,view,2026-02-14 15:51:46,,S0155,mobile,
6260,U0106,P00251,view,2025-12-31 21:51:46,,S0086,mobile,
6261,U0332,P03356,wishlist,2025-11-17 14:51:46,,S1269,desktop,
6262,U0100,P04097,click,2026-01-13 09:51:46,,S0253,mobile,
6263,U0294,P03697,add_to_cart,2026-02-15 02:51:46,,S1499,desktop,
6264,U0171,P04931,add_to_cart,2026-02-22 07:51:46,,S1852,mobile,
6265,U0331,P03874,click,2026-02-01 20:51:46,,S1469,desktop,
6266,U0274,P03435,purchase,2025-12-21 20:51:46,5.0,S1874,tablet,
6267,U0049,P03330,add_to_cart,2025-12-25 09:51:46,,S1607,mobile,
6268,U0453,P04752,purchase,2026-01-29 17:51:46,5.0,S0226,desktop,
6269,U0196,P03867,add_to_cart,2025-09-30 09:51:46,,S1257,desktop,
6270,U0387,P00682,view,2026-02-19 00:51:46,,S0302,tablet,
6271,U0275,P00080,view,2026-01-29 02:51:46,,S1290,tablet,
6272,U0167,P03763,add_to_cart,2026-01-01 21:51:46,,S1709,desktop,
6273,U0149,P00353,purchase,2026-01-01 09:51:46,4.0,S1061,desktop,
6274,U0308,P00380,click,2026-03-12 10:51:46,,S0493,tablet,
6275,U0402,P04983,add_to_cart,2025-11-05 10:51:46,,S1572,desktop,
6276,U0433,P01118,purchase,2025-10-27 18:51:46,5.0,S0750,tablet,
6277,U0158,P01130,view,2025-10-31 03:51:46,,S1176,tablet,
6278,U0010,P04043,click,2026-02-03 18:51:46,,S1092,tablet,
6279,U0451,P00191,view,2025-10-27 12:51:46,,S0424,mobile,
6280,U0489,P03700,view,2026-02-16 01:51:46,,S1011,tablet,
6281,U0070,P00764,add_to_cart,2026-02-15 21:51:46,,S0920,tablet,
6282,U0324,P01205,click,2026-01-20 15:51:46,,S1440,desktop,
6283,U0267,P04172,purchase,2025-10-09 21:51:46,3.0,S1553,mobile,
6284,U0217,P01522,view,2026-02-19 22:51:46,,S1694,mobile,
6285,U0046,P02672,view,2026-01-14 10:51:46,,S1326,tablet,
6286,U0386,P02562,purchase,2025-09-27 17:51:46,3.0,S1416,mobile,
6287,U0200,P00767,search,2025-11-18 16:51:46,,S0506,desktop,beauty
6288,U0249,P02025,view,2025-10-16 23:51:46,,S1292,desktop,
6289,U0482,P03325,view,2026-02-04 04:51:46,,S0353,mobile,
6290,U0158,P01453,search,2026-01-07 19:51:46,,S0582,desktop,electronics
6291,U0474,P00643,click,2025-12-27 06:51:46,,S1972,tablet,
6292,U0328,P01682,search,2026-01-04 13:51:46,,S0820,mobile,toys
6293,U0141,P00703,view,2026-03-20 11:51:46,,S0490,mobile,
6294,U0468,P04265,search,2025-12-05 05:51:46,,S0899,desktop,toys
6295,U0197,P03281,view,2026-02-14 18:51:46,,S1165,desktop,
6296,U0268,P03330,click,2025-12-24 13:51:46,,S0175,tablet,
6297,U0461,P00007,add_to_cart,2025-11-24 18:51:46,,S0138,desktop,
6298,U0195,P00376,purchase,2025-09-25 14:51:46,5.0,S1683,mobile,
6299,U0456,P03180,click,2026-01-24 17:51:46,,S0625,tablet,
6300,U0401,P02750,purchase,2025-11-14 03:51:46,4.0,S0487,mobile,
6301,U0397,P03443,purchase,2025-12-03 23:51:46,4.0,S1996,tablet,
6302,U0344,P01662,search,2026-01-20 04:51:46,,S0322,desktop,home & kitchen
6303,U0443,P01350,add_to_cart,2025-10-09 17:51:46,,S0506,mobile,
6304,U0071,P03214,view,2025-12-10 22:51:46,,S1259,tablet,
6305,U0148,P03292,click,2026-02-14 05:51:46,,S0517,desktop,
6306,U0014,P03332,add_to_cart,2025-10-05 03:51:46,,S0344,desktop,
6307,U0043,P03519,add_to_cart,2026-02-28 13:51:46,,S0567,mobile,
6308,U0322,P00579,view,2025-12-28 02:51:46,,S1907,mobile,
6309,U0095,P01423,view,2025-12-01 11:51:46,,S0974,desktop,
6310,U0025,P00393,view,2026-01-15 16:51:46,,S0592,mobile,
6311,U0355,P03099,view,2026-03-06 07:51:46,,S0113,desktop,
6312,U0207,P00288,click,2026-01-05 05:51:46,,S1843,desktop,
6313,U0458,P02938,purchase,2026-01-28 17:51:46,5.0,S1264,tablet,
6314,U0247,P01719,click,2025-11-22 07:51:46,,S0778,tablet,
6315,U0309,P04039,click,2025-11-21 14:51:46,,S0625,tablet,
6316,U0091,P01384,click,2026-01-03 21:51:46,,S0148,mobile,
6317,U0434,P03249,purchase,2026-02-25 15:51:46,4.0,S1034,mobile,
6318,U0219,P01307,view,2025-10-26 00:51:46,,S1775,tablet,
6319,U0237,P04901,purchase,2025-10-07 03:51:46,3.0,S0639,tablet,
6320,U0438,P01450,purchase,2025-12-26 07:51:46,5.0,S1482,mobile,
6321,U0151,P04580,click,2026-02-04 15:51:46,,S0663,tablet,
6322,U0480,P04550,view,2025-12-18 14:51:46,,S0566,desktop,
6323,U0039,P03172,view,2025-12-14 00:51:46,,S0398,tablet,
6324,U0438,P04387,add_to_cart,2026-01-02 17:51:46,,S1905,mobile,
6325,U0014,P03039,purchase,2025-11-16 19:51:46,4.0,S1027,desktop,
6326,U0451,P03806,purchase,2026-03-23 16:51:46,5.0,S1191,desktop,
