product_id,name,category,brand,price,rating,description,subcategory,num_reviews,stock,discount_percent,tags
P02684,The Royal Journey by Scholastic,Books,Scholastic,280.0,5.0,Expand your horizons with The Royal Journey by Scholastic. Available from Scholastic publications. This budget-friendly product offers great value for money.,Fiction,1426,230,0,Books|Scholastic|Fiction
P02685,Nerf Eco Board Game,Toys,Nerf,800.0,1.7,Nerf Eco Board Game - Fun for all ages. Quality entertainment by Nerf. This budget-friendly product offers great value for money.,Board Game,413,325,0,Toys|Nerf|Board Game
P02686,The Body Shop Smart Hair Oil 32ml,Beauty,The Body Shop,3910.0,3.2,The Body Shop Smart Hair Oil 32ml - Your secret to radiant skin. Premium formulation by The Body Shop. This mid-range product offers great value for money.,Hair Oil,744,144,15,Beauty|The Body Shop|Hair Oil
P02687,LG Elite Washing Machine 8kg,Home & Kitchen,LG,9390.0,4.4,Transform your kitchen with LG Elite Washing Machine 8kg. Reliable performance by LG. This premium product offers great value for money.,Washing Machine,1542,378,25,Home & Kitchen|LG|Washing Machine
P02688,Puma Elite Fitness Band,Sports,Puma,5550.0,3.5,Puma Elite Fitness Band - Engineered for athletes. Durable and high-performance. This premium product offers great value for money.,Fitness Band,296,344,0,Sports|Puma|Fitness Band
P02689,Dove Neo Makeup Kit,Beauty,Dove,3590.0,3.1,Dove Neo Makeup Kit - Your secret to radiant skin. Premium formulation by Dove. This mid-range product offers great value for money.,Makeup Kit,338,27,0,Beauty|Dove|Makeup Kit
P02690,Dove Plus Serum,Beauty,Dove,1090.0,3.5,Enhance your beauty routine with Dove Plus Serum by Dove. Dermatologically tested. This mid-range product offers great value for money.,Serum,1510,65,20,Beauty|Dove|Serum
P02691,Nike Smart Cycling Helmet,Sports,Nike,2440.0,3.6,Nike Smart Cycling Helmet - Engineered for athletes. Durable and high-performance. This mid-range product offers great value for money.,Cycling Helmet,1355,162,15,Sports|Nike|Cycling Helmet
P02692,Wilson Lite Tennis Racket,Sports,Wilson,2810.0,4.6,Wilson Lite Tennis Racket - Engineered for athletes. Durable and high-performance. This mid-range product offers great value for money.,Tennis Racket,1180,228,0,Sports|Wilson|Tennis Racket
P02693,Maybelline Gold Shampoo 55ml,Beauty,Maybelline,190.0,2.8,Discover the magic of Maybelline Gold Shampoo 55ml. Trusted skincare from Maybelline. This budget-friendly product offers great value for money.,Lipstick,1235,260,0,Beauty|Maybelline|Lipstick
P02694,Peter England Eco Sneakers,Clothing,Peter England,530.0,3.3,Step out in style with Peter England Eco Sneakers. Made with premium quality fabric by Peter England. This budget-friendly product offers great value for money.,Sneakers,1645,448,0,Clothing|Peter England|Sneakers
P02695,Reebok Premium Badminton Racket,Sports,Reebok,14060.0,3.9,Reebok Premium Badminton Racket - Engineered for athletes. Durable and high-performance. This premium product offers great value for money.,Running Shoes,1936,423,25,Sports|Reebok|Running Shoes
P02696,Oppo Smartphone Pro 16GB,Electronics,Oppo,2040.0,3.1,Oppo Smartphone Pro 16GB - Perfect blend of style and performance. High-quality build with premium features. This mid-range product offers great value for money.,Smartphone,231,459,0,Electronics|Oppo|Smartphone
P02697,Lakme Premium Perfume 500ml,Beauty,Lakme,610.0,4.9,Discover the magic of Lakme Premium Perfume 500ml. Trusted skincare from Lakme. This budget-friendly product offers great value for money.,Perfume,962,439,0,Beauty|Lakme|Perfume
P02698,Hasbro Pro Action Figure,Toys,Hasbro,3720.0,5.0,Create happy memories with Hasbro Pro Action Figure. Trusted toy from Hasbro. This mid-range product offers great value for money.,Remote Control Car,1961,163,0,Toys|Hasbro|Remote Control Car
P02699,Patanjali Premium Coffee 8g,Grocery,Patanjali,250.0,3.8,Healthy living starts with Patanjali Premium Coffee 8g. Fresh quality from Patanjali. This budget-friendly product offers great value for money.,Rice,550,300,0,Grocery|Patanjali|Rice
P02700,Fisher-Price Pro Musical Toy,Toys,Fisher-Price,1800.0,4.2,Fisher-Price Pro Musical Toy - Fun for all ages. Quality entertainment by Fisher-Price. This mid-range product offers great value for money.,Musical Toy,2093,406,0,Toys|Fisher-Price|Musical Toy
P02701,Peter England Basic Sneakers,Clothing,Peter England,3330.0,4.8,Step out in style with Peter England Basic Sneakers. Made with premium quality fabric by Peter England. This mid-range product offers great value for money.,Sneakers,388,302,10,Clothing|Peter England|Sneakers
P02702,Amul Lite Biscuits Pack,Grocery,Amul,820.0,3.8,Healthy living starts with Amul Lite Biscuits Pack. Fresh quality from Amul. This budget-friendly product offers great value for money.,Rice,1003,286,0,Grocery|Amul|Rice
P02703,Adidas Max Shorts,Clothing,Adidas,2860.0,4.2,Step out in style with Adidas Max Shorts. Made with premium quality fabric by Adidas. This mid-range product offers great value for money.,T-Shirt,1823,394,0,Clothing|Adidas|T-Shirt
P02704,Bajaj Max Microwave Oven,Home & Kitchen,Bajaj,770.0,3.0,Transform your kitchen with Bajaj Max Microwave Oven. Reliable performance by Bajaj. This budget-friendly product offers great value for money.,Microwave,1164,9,15,Home & Kitchen|Bajaj|Microwave
P02705,Lakme Essential Makeup Kit,Beauty,Lakme,2800.0,2.6,Lakme Essential Makeup Kit - Your secret to radiant skin. Premium formulation by Lakme. This mid-range product offers great value for money.,Makeup Kit,511,194,15,Beauty|Lakme|Makeup Kit
P02706,Philips Advanced Vacuum Cleaner,Home & Kitchen,Philips,6540.0,4.4,Transform your kitchen with Philips Advanced Vacuum Cleaner. Reliable performance by Philips. This premium product offers great value for money.,Vacuum Cleaner,2138,117,0,Home & Kitchen|Philips|Vacuum Cleaner
P02707,Lakme Basic Face Cream,Beauty,Lakme,330.0,3.7,Lakme Basic Face Cream - Your secret to radiant skin. Premium formulation by Lakme. This budget-friendly product offers great value for money.,Lipstick,1718,269,0,Beauty|Lakme|Lipstick
P02708,Levis Classic Shorts,Clothing,Levis,340.0,5.0,Step out in style with Levis Classic Shorts. Made with premium quality fabric by Levis. This budget-friendly product offers great value for money.,T-Shirt,1435,79,30,Clothing|Levis|T-Shirt
P02709,The Smart Journey by Scholastic,Books,Scholastic,430.0,3.4,The Smart Journey by Scholastic - A must-read for every book lover. Thought-provoking content. This budget-friendly product offers great value for money.,Fiction,246,457,0,Books|Scholastic|Fiction
P02710,Nestle Deluxe Biscuits Pack,Grocery,Nestle,200.0,3.0,Pure and natural Nestle Deluxe Biscuits Pack by Nestle. Quality you can trust. This budget-friendly product offers great value for money.,Rice,168,92,0,Grocery|Nestle|Rice
P02711,Realme Tablet Classic 55GB,Electronics,Realme,43260.0,4.4,Upgrade your tech life with Realme Tablet Classic 55GB by Realme. Engineered for excellence. This premium product offers great value for money.,Tablet,831,265,0,Electronics|Realme|Tablet
P02712,Reebok Pro Swimming Goggles,Sports,Reebok,420.0,5.0,Reebok Pro Swimming Goggles - Engineered for athletes. Durable and high-performance. This budget-friendly product offers great value for money.,Swimming Goggles,689,331,0,Sports|Reebok|Swimming Goggles
P02713,Learn Basic in 30 Days,Books,Penguin,1440.0,3.8,Dive into Learn Basic in 30 Days. An enriching read published by Penguin. This mid-range product offers great value for money.,Fiction,876,349,0,Books|Penguin|Fiction
P02714,"OnePlus Laptop Advanced Series 65""",Electronics,OnePlus,52770.0,3.2,"OnePlus Laptop Advanced Series 65"" - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.",Laptop,742,360,0,Electronics|OnePlus|Laptop
P02715,Smart Programming Guide,Books,Scholastic,150.0,4.7,Expand your horizons with Smart Programming Guide. Available from Scholastic publications. This budget-friendly product offers great value for money.,Fiction,2096,256,0,Books|Scholastic|Fiction
P02716,H&M Silver Dress,Clothing,H&M,700.0,5.0,H&M Silver Dress - Comfort meets fashion. Perfect for any occasion. This budget-friendly product offers great value for money.,Dress,2475,132,0,Clothing|H&M|Dress
P02717,Britannia Basic Biscuits Pack,Grocery,Britannia,590.0,4.2,Pure and natural Britannia Basic Biscuits Pack by Britannia. Quality you can trust. This budget-friendly product offers great value for money.,Rice,1283,275,0,Grocery|Britannia|Rice
P02718,Levis Eco T-Shirt,Clothing,Levis,3720.0,3.3,Levis Eco T-Shirt - Comfort meets fashion. Perfect for any occasion. This mid-range product offers great value for money.,T-Shirt,1176,263,0,Clothing|Levis|T-Shirt
P02719,MTR Plus Tea 750g,Grocery,MTR,60.0,4.7,Healthy living starts with MTR Plus Tea 750g. Fresh quality from MTR. This budget-friendly product offers great value for money.,Tea,784,170,10,Grocery|MTR|Tea
P02720,Puma Plus Jeans,Clothing,Puma,670.0,3.6,"Express yourself with Puma Plus Jeans from Puma. Trendy design, lasting comfort. This budget-friendly product offers great value for money.",Jeans,1212,459,30,Clothing|Puma|Jeans
P02721,Britannia Eco Cooking Oil 50L,Grocery,Britannia,410.0,3.8,Healthy living starts with Britannia Eco Cooking Oil 50L. Fresh quality from Britannia. This budget-friendly product offers great value for money.,Cooking Oil,1148,0,0,Grocery|Britannia|Cooking Oil
P02722,Xiaomi Smartwatch Basic Edition,Electronics,Xiaomi,88390.0,3.5,Xiaomi Smartwatch Basic Edition - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,Smartwatch,733,312,0,Electronics|Xiaomi|Smartwatch
P02723,Patanjali Advanced Flour 65kg,Grocery,Patanjali,50.0,4.3,Pure and natural Patanjali Advanced Flour 65kg by Patanjali. Quality you can trust. This budget-friendly product offers great value for money.,Flour,609,63,0,Grocery|Patanjali|Flour
P02724,Maybelline Premium Serum,Beauty,Maybelline,290.0,3.8,Discover the magic of Maybelline Premium Serum. Trusted skincare from Maybelline. This budget-friendly product offers great value for money.,Serum,1846,373,25,Beauty|Maybelline|Serum
P02725,Hot Wheels Advanced Building Blocks Set,Toys,Hot Wheels,320.0,4.1,Spark imagination with Hot Wheels Advanced Building Blocks Set from Hot Wheels. Safe and educational. This budget-friendly product offers great value for money.,Building Blocks,434,467,0,Toys|Hot Wheels|Building Blocks
P02726,Lego Elite Educational Kit,Toys,Lego,5120.0,4.4,Spark imagination with Lego Elite Educational Kit from Lego. Safe and educational. This premium product offers great value for money.,Educational Kit,897,283,0,Toys|Lego|Educational Kit
P02727,Mattel Gold Educational Kit,Toys,Mattel,450.0,3.6,Spark imagination with Mattel Gold Educational Kit from Mattel. Safe and educational. This budget-friendly product offers great value for money.,Educational Kit,512,120,0,Toys|Mattel|Educational Kit
P02728,Patanjali Neo Rice 750kg,Grocery,Patanjali,150.0,4.5,Pure and natural Patanjali Neo Rice 750kg by Patanjali. Quality you can trust. This budget-friendly product offers great value for money.,Rice,1722,106,0,Grocery|Patanjali|Rice
P02729,Van Heusen Ultra Shorts,Clothing,Van Heusen,8970.0,3.8,Van Heusen Ultra Shorts - Comfort meets fashion. Perfect for any occasion. This premium product offers great value for money.,T-Shirt,1129,420,0,Clothing|Van Heusen|T-Shirt
P02730,Levis Basic Hoodie,Clothing,Levis,2830.0,3.5,Levis Basic Hoodie - Comfort meets fashion. Perfect for any occasion. This mid-range product offers great value for money.,Hoodie,1502,174,0,Clothing|Levis|Hoodie
P02731,Sony Smartwatch Plus Edition,Electronics,Sony,132760.0,2.8,Experience cutting-edge technology with Sony Smartwatch Plus Edition. Features latest innovations from Sony. This premium product offers great value for money.,Smartwatch,666,484,0,Electronics|Sony|Smartwatch
P02732,Maybelline Eco Body Lotion,Beauty,Maybelline,1260.0,3.6,Discover the magic of Maybelline Eco Body Lotion. Trusted skincare from Maybelline. This mid-range product offers great value for money.,Lipstick,1651,203,0,Beauty|Maybelline|Lipstick
P02733,IFB Essential Washing Machine 128kg,Home & Kitchen,IFB,7180.0,4.8,IFB Essential Washing Machine 128kg - Making your daily chores effortless. Energy efficient and durable. This premium product offers great value for money.,Washing Machine,1002,164,25,Home & Kitchen|IFB|Washing Machine
P02734,Patanjali Smart Biscuits Pack,Grocery,Patanjali,180.0,4.4,Healthy living starts with Patanjali Smart Biscuits Pack. Fresh quality from Patanjali. This budget-friendly product offers great value for money.,Rice,248,304,25,Grocery|Patanjali|Rice
P02735,Garnier Plus Shampoo 65ml,Beauty,Garnier,890.0,4.1,Enhance your beauty routine with Garnier Plus Shampoo 65ml by Garnier. Dermatologically tested. This budget-friendly product offers great value for money.,Lipstick,1712,496,0,Beauty|Garnier|Lipstick
P02736,Maybelline Advanced Perfume 1000ml,Beauty,Maybelline,810.0,3.1,Enhance your beauty routine with Maybelline Advanced Perfume 1000ml by Maybelline. Dermatologically tested. This budget-friendly product offers great value for money.,Perfume,845,119,0,Beauty|Maybelline|Perfume
P02737,"OnePlus Laptop Gold Series 65""",Electronics,OnePlus,110630.0,3.4,"Experience cutting-edge technology with OnePlus Laptop Gold Series 65"". Features latest innovations from OnePlus. This premium product offers great value for money.",Laptop,774,43,0,Electronics|OnePlus|Laptop
P02738,Lakme Smart Hair Oil 64ml,Beauty,Lakme,450.0,4.2,Lakme Smart Hair Oil 64ml - Your secret to radiant skin. Premium formulation by Lakme. This budget-friendly product offers great value for money.,Hair Oil,1372,311,0,Beauty|Lakme|Hair Oil
P02739,Zara Smart Formal Shirt,Clothing,Zara,6620.0,4.4,Zara Smart Formal Shirt - Comfort meets fashion. Perfect for any occasion. This premium product offers great value for money.,Formal Shirt,1601,155,25,Clothing|Zara|Formal Shirt
P02740,The Body Shop Premium Serum,Beauty,The Body Shop,4000.0,4.4,Enhance your beauty routine with The Body Shop Premium Serum by The Body Shop. Dermatologically tested. This mid-range product offers great value for money.,Serum,1770,366,0,Beauty|The Body Shop|Serum
P02741,MTR Premium Spices Combo,Grocery,MTR,60.0,4.0,MTR Premium Spices Combo - Goodness in every bite. Premium selection from MTR. This budget-friendly product offers great value for money.,Spices,595,206,0,Grocery|MTR|Spices
P02742,Bosch Pro Induction Cooktop,Home & Kitchen,Bosch,11550.0,3.3,Transform your kitchen with Bosch Pro Induction Cooktop. Reliable performance by Bosch. This premium product offers great value for money.,Microwave,524,389,15,Home & Kitchen|Bosch|Microwave
P02743,Learn Smart in 30 Days,Books,Pearson,1080.0,4.4,Expand your horizons with Learn Smart in 30 Days. Available from Pearson publications. This mid-range product offers great value for money.,Fiction,1471,107,0,Books|Pearson|Fiction
P02744,LOreal Plus Shampoo 16ml,Beauty,LOreal,2300.0,3.4,LOreal Plus Shampoo 16ml - Your secret to radiant skin. Premium formulation by LOreal. This mid-range product offers great value for money.,Lipstick,1478,250,0,Beauty|LOreal|Lipstick
P02745,IFB Pro Refrigerator 128L,Home & Kitchen,IFB,15200.0,4.4,Transform your kitchen with IFB Pro Refrigerator 128L. Reliable performance by IFB. This premium product offers great value for money.,Microwave,2057,444,0,Home & Kitchen|IFB|Microwave
P02746,IFB Max Water Purifier,Home & Kitchen,IFB,2290.0,3.6,Bring home IFB Max Water Purifier by IFB. Built for modern households. This mid-range product offers great value for money.,Water Purifier,1010,403,20,Home & Kitchen|IFB|Water Purifier
P02747,Peter England Classic Sneakers,Clothing,Peter England,3100.0,5.0,Peter England Classic Sneakers - Comfort meets fashion. Perfect for any occasion. This mid-range product offers great value for money.,Sneakers,2001,369,0,Clothing|Peter England|Sneakers
P02748,Bajaj Premium Microwave Oven,Home & Kitchen,Bajaj,4010.0,3.5,Transform your kitchen with Bajaj Premium Microwave Oven. Reliable performance by Bajaj. This mid-range product offers great value for money.,Microwave,1230,333,0,Home & Kitchen|Bajaj|Microwave
P02749,Fisher-Price Max Musical Toy,Toys,Fisher-Price,210.0,3.5,Fisher-Price Max Musical Toy - Fun for all ages. Quality entertainment by Fisher-Price. This budget-friendly product offers great value for money.,Musical Toy,846,129,0,Toys|Fisher-Price|Musical Toy
P02750,Learn Eco in 30 Days,Books,Cambridge,730.0,3.7,Expand your horizons with Learn Eco in 30 Days. Available from Cambridge publications. This budget-friendly product offers great value for money.,Fiction,362,456,20,Books|Cambridge|Fiction
P02751,The Eco Journey by Oxford,Books,Oxford,1070.0,3.3,Dive into The Eco Journey by Oxford. An enriching read published by Oxford. This mid-range product offers great value for money.,Fiction,985,292,0,Books|Oxford|Fiction
P02752,Decathlon Lite Running Shoes,Sports,Decathlon,430.0,3.2,Elevate your game with Decathlon Lite Running Shoes by Decathlon. Professional grade quality. This budget-friendly product offers great value for money.,Running Shoes,1530,19,20,Sports|Decathlon|Running Shoes
P02753,Prestige Basic Washing Machine 256kg,Home & Kitchen,Prestige,3690.0,3.3,Transform your kitchen with Prestige Basic Washing Machine 256kg. Reliable performance by Prestige. This mid-range product offers great value for money.,Washing Machine,360,281,25,Home & Kitchen|Prestige|Washing Machine
P02754,Bajaj Royal Mixer Grinder,Home & Kitchen,Bajaj,1540.0,4.7,Bring home Bajaj Royal Mixer Grinder by Bajaj. Built for modern households. This mid-range product offers great value for money.,Mixer Grinder,991,284,30,Home & Kitchen|Bajaj|Mixer Grinder
P02755,Apple Camera Plus 55MP,Electronics,Apple,21350.0,3.2,Experience cutting-edge technology with Apple Camera Plus 55MP. Features latest innovations from Apple. This premium product offers great value for money.,Camera,447,0,15,Electronics|Apple|Camera
P02756,Stories of Plus Adventures,Books,Scholastic,130.0,3.5,Expand your horizons with Stories of Plus Adventures. Available from Scholastic publications. This budget-friendly product offers great value for money.,Fiction,1152,118,25,Books|Scholastic|Fiction
P02757,Tata Pro Chocolate Pack,Grocery,Tata,1520.0,5.0,Pure and natural Tata Pro Chocolate Pack by Tata. Quality you can trust. This mid-range product offers great value for money.,Chocolate,1575,34,0,Grocery|Tata|Chocolate
P02758,Sony Camera Smart 500MP,Electronics,Sony,4260.0,4.5,Experience cutting-edge technology with Sony Camera Smart 500MP. Features latest innovations from Sony. This mid-range product offers great value for money.,Camera,2141,197,0,Electronics|Sony|Camera
P02759,Hasbro Smart Board Game,Toys,Hasbro,380.0,4.4,Create happy memories with Hasbro Smart Board Game. Trusted toy from Hasbro. This budget-friendly product offers great value for money.,Board Game,728,484,0,Toys|Hasbro|Board Game
P02760,Garnier Elite Body Lotion,Beauty,Garnier,3560.0,5.0,Discover the magic of Garnier Elite Body Lotion. Trusted skincare from Garnier. This mid-range product offers great value for money.,Lipstick,277,244,0,Beauty|Garnier|Lipstick
P02761,Puma Advanced Cycling Helmet,Sports,Puma,400.0,3.7,Train like a pro with Puma Advanced Cycling Helmet. Premium sports gear from Puma. This budget-friendly product offers great value for money.,Cycling Helmet,719,58,0,Sports|Puma|Cycling Helmet
P02762,MTR Ultra Chocolate Pack,Grocery,MTR,90.0,2.6,Pure and natural MTR Ultra Chocolate Pack by MTR. Quality you can trust. This budget-friendly product offers great value for money.,Chocolate,915,324,0,Grocery|MTR|Chocolate
P02763,The Body Shop Lite Hair Oil 32ml,Beauty,The Body Shop,860.0,4.4,Discover the magic of The Body Shop Lite Hair Oil 32ml. Trusted skincare from The Body Shop. This budget-friendly product offers great value for money.,Hair Oil,702,160,0,Beauty|The Body Shop|Hair Oil
P02764,Gold Mystery Thriller,Books,Penguin,330.0,3.7,Expand your horizons with Gold Mystery Thriller. Available from Penguin publications. This budget-friendly product offers great value for money.,Fiction,1099,496,0,Books|Penguin|Fiction
P02765,H&M Eco Shorts,Clothing,H&M,300.0,5.0,H&M Eco Shorts - Comfort meets fashion. Perfect for any occasion. This budget-friendly product offers great value for money.,T-Shirt,1343,178,0,Clothing|H&M|T-Shirt
P02766,The Body Shop Gold Perfume 8ml,Beauty,The Body Shop,1460.0,2.5,Discover the magic of The Body Shop Gold Perfume 8ml. Trusted skincare from The Body Shop. This mid-range product offers great value for money.,Perfume,800,205,0,Beauty|The Body Shop|Perfume
P02767,H&M Lite Shorts,Clothing,H&M,430.0,3.2,"Express yourself with H&M Lite Shorts from H&M. Trendy design, lasting comfort. This budget-friendly product offers great value for money.",T-Shirt,778,11,0,Clothing|H&M|T-Shirt
P02768,Adidas Silver Polo Shirt,Clothing,Adidas,710.0,3.4,Adidas Silver Polo Shirt - Comfort meets fashion. Perfect for any occasion. This budget-friendly product offers great value for money.,Polo Shirt,1362,489,30,Clothing|Adidas|Polo Shirt
P02769,Mattel Neo Building Blocks Set,Toys,Mattel,270.0,3.7,Create happy memories with Mattel Neo Building Blocks Set. Trusted toy from Mattel. This budget-friendly product offers great value for money.,Building Blocks,1665,275,20,Toys|Mattel|Building Blocks
P02770,Haldirams Elite Spices Combo,Grocery,Haldirams,40.0,2.9,Pure and natural Haldirams Elite Spices Combo by Haldirams. Quality you can trust. This budget-friendly product offers great value for money.,Spices,1318,180,0,Grocery|Haldirams|Spices
P02771,Pigeon Silver Vacuum Cleaner,Home & Kitchen,Pigeon,6070.0,4.1,Transform your kitchen with Pigeon Silver Vacuum Cleaner. Reliable performance by Pigeon. This premium product offers great value for money.,Vacuum Cleaner,227,241,0,Home & Kitchen|Pigeon|Vacuum Cleaner
P02772,Nerf Pro Remote Control Car,Toys,Nerf,710.0,3.4,Spark imagination with Nerf Pro Remote Control Car from Nerf. Safe and educational. This budget-friendly product offers great value for money.,Remote Control Car,705,215,0,Toys|Nerf|Remote Control Car
P02773,Eco Programming Guide,Books,Penguin,430.0,4.5,Expand your horizons with Eco Programming Guide. Available from Penguin publications. This budget-friendly product offers great value for money.,Fiction,1563,250,0,Books|Penguin|Fiction
P02774,Tata Silver Spices Combo,Grocery,Tata,610.0,4.8,Tata Silver Spices Combo - Goodness in every bite. Premium selection from Tata. This budget-friendly product offers great value for money.,Spices,1712,298,15,Grocery|Tata|Spices
P02775,The Art of Ultra Living,Books,Scholastic,840.0,3.6,Dive into The Art of Ultra Living. An enriching read published by Scholastic. This budget-friendly product offers great value for money.,Fiction,1598,125,0,Books|Scholastic|Fiction
P02776,Tata Neo Cereal 50g,Grocery,Tata,160.0,4.2,Pure and natural Tata Neo Cereal 50g by Tata. Quality you can trust. This budget-friendly product offers great value for money.,Cereal,693,481,0,Grocery|Tata|Cereal
P02777,Puma Deluxe Hoodie,Clothing,Puma,3990.0,3.8,Puma Deluxe Hoodie - Comfort meets fashion. Perfect for any occasion. This mid-range product offers great value for money.,Hoodie,317,216,0,Clothing|Puma|Hoodie
P02778,Reebok Silver Yoga Mat,Sports,Reebok,15790.0,3.8,Elevate your game with Reebok Silver Yoga Mat by Reebok. Professional grade quality. This premium product offers great value for money.,Yoga Mat,1557,305,20,Sports|Reebok|Yoga Mat
P02779,The Body Shop Advanced Shampoo 64ml,Beauty,The Body Shop,3630.0,2.9,Enhance your beauty routine with The Body Shop Advanced Shampoo 64ml by The Body Shop. Dermatologically tested. This mid-range product offers great value for money.,Lipstick,387,284,0,Beauty|The Body Shop|Lipstick
P02780,"Samsung Smart TV 256"" Gold",Electronics,Samsung,5030.0,3.7,"Experience cutting-edge technology with Samsung Smart TV 256"" Gold. Features latest innovations from Samsung. This premium product offers great value for money.",TV,1138,184,0,Electronics|Samsung|TV
P02781,Philips Lite Air Fryer,Home & Kitchen,Philips,720.0,4.4,Philips Lite Air Fryer - Making your daily chores effortless. Energy efficient and durable. This budget-friendly product offers great value for money.,Air Fryer,848,38,0,Home & Kitchen|Philips|Air Fryer
P02782,Mattel Deluxe Outdoor Play Set,Toys,Mattel,6020.0,4.1,Mattel Deluxe Outdoor Play Set - Fun for all ages. Quality entertainment by Mattel. This premium product offers great value for money.,Remote Control Car,531,222,25,Toys|Mattel|Remote Control Car
P02783,Complete Basic Reference,Books,HarperCollins,2330.0,3.2,Complete Basic Reference - A must-read for every book lover. Thought-provoking content. This mid-range product offers great value for money.,Fiction,990,183,0,Books|HarperCollins|Fiction
P02784,Peter England Lite Formal Shirt,Clothing,Peter England,460.0,2.9,Peter England Lite Formal Shirt - Comfort meets fashion. Perfect for any occasion. This budget-friendly product offers great value for money.,Formal Shirt,1174,494,20,Clothing|Peter England|Formal Shirt
P02785,Mattel Elite Outdoor Play Set,Toys,Mattel,3420.0,3.7,Spark imagination with Mattel Elite Outdoor Play Set from Mattel. Safe and educational. This mid-range product offers great value for money.,Remote Control Car,1625,426,10,Toys|Mattel|Remote Control Car
P02786,Prestige Classic Air Fryer,Home & Kitchen,Prestige,900.0,3.3,Bring home Prestige Classic Air Fryer by Prestige. Built for modern households. This budget-friendly product offers great value for money.,Air Fryer,801,177,0,Home & Kitchen|Prestige|Air Fryer
P02787,Realme Smartwatch Max Edition,Electronics,Realme,15930.0,3.4,Realme Smartwatch Max Edition - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,Smartwatch,1583,406,0,Electronics|Realme|Smartwatch
P02788,Mattel Royal Board Game,Toys,Mattel,5870.0,3.3,Spark imagination with Mattel Royal Board Game from Mattel. Safe and educational. This premium product offers great value for money.,Board Game,405,427,0,Toys|Mattel|Board Game
P02789,Nike Silver Cricket Bat,Sports,Nike,3030.0,3.8,Nike Silver Cricket Bat - Engineered for athletes. Durable and high-performance. This mid-range product offers great value for money.,Running Shoes,1498,293,0,Sports|Nike|Running Shoes
P02790,Puma Plus Yoga Mat,Sports,Puma,9400.0,4.2,Puma Plus Yoga Mat - Engineered for athletes. Durable and high-performance. This premium product offers great value for money.,Yoga Mat,2086,339,0,Sports|Puma|Yoga Mat
P02791,Mattel Silver Educational Kit,Toys,Mattel,1800.0,3.3,Mattel Silver Educational Kit - Fun for all ages. Quality entertainment by Mattel. This mid-range product offers great value for money.,Educational Kit,769,150,0,Toys|Mattel|Educational Kit
P02792,MTR Royal Rice 32kg,Grocery,MTR,290.0,3.2,Pure and natural MTR Royal Rice 32kg by MTR. Quality you can trust. This budget-friendly product offers great value for money.,Rice,912,383,0,Grocery|MTR|Rice
P02793,The Body Shop Advanced Serum,Beauty,The Body Shop,4440.0,3.0,The Body Shop Advanced Serum - Your secret to radiant skin. Premium formulation by The Body Shop. This mid-range product offers great value for money.,Serum,1408,125,0,Beauty|The Body Shop|Serum
P02794,Nike Royal Dress,Clothing,Nike,770.0,3.9,Step out in style with Nike Royal Dress. Made with premium quality fabric by Nike. This budget-friendly product offers great value for money.,Dress,647,300,0,Clothing|Nike|Dress
P02795,Nike Ultra Tennis Racket,Sports,Nike,360.0,4.4,Nike Ultra Tennis Racket - Engineered for athletes. Durable and high-performance. This budget-friendly product offers great value for money.,Tennis Racket,668,307,0,Sports|Nike|Tennis Racket
P02796,Reebok Smart Swimming Goggles,Sports,Reebok,1900.0,3.7,Elevate your game with Reebok Smart Swimming Goggles by Reebok. Professional grade quality. This mid-range product offers great value for money.,Swimming Goggles,458,335,0,Sports|Reebok|Swimming Goggles
P02797,Realme Wireless Earbuds Gold,Electronics,Realme,75640.0,4.2,Upgrade your tech life with Realme Wireless Earbuds Gold by Realme. Engineered for excellence. This premium product offers great value for money.,Smartphone,1189,433,0,Electronics|Realme|Smartphone
P02798,Nestle Plus Chocolate Pack,Grocery,Nestle,90.0,4.6,Nestle Plus Chocolate Pack - Goodness in every bite. Premium selection from Nestle. This budget-friendly product offers great value for money.,Chocolate,856,233,30,Grocery|Nestle|Chocolate
P02799,Oppo Camera Lite 128MP,Electronics,Oppo,100800.0,4.0,Upgrade your tech life with Oppo Camera Lite 128MP by Oppo. Engineered for excellence. This premium product offers great value for money.,Camera,1131,379,0,Electronics|Oppo|Camera
P02800,The Body Shop Elite Shampoo 32ml,Beauty,The Body Shop,820.0,3.2,Discover the magic of The Body Shop Elite Shampoo 32ml. Trusted skincare from The Body Shop. This budget-friendly product offers great value for money.,Lipstick,1400,374,0,Beauty|The Body Shop|Lipstick
P02801,H&M Neo Hoodie,Clothing,H&M,430.0,3.1,Step out in style with H&M Neo Hoodie. Made with premium quality fabric by H&M. This budget-friendly product offers great value for money.,Hoodie,920,7,20,Clothing|H&M|Hoodie
P02802,Philips Silver Washing Machine 750kg,Home & Kitchen,Philips,2030.0,3.2,Bring home Philips Silver Washing Machine 750kg by Philips. Built for modern households. This mid-range product offers great value for money.,Washing Machine,1011,497,0,Home & Kitchen|Philips|Washing Machine
